"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
6.794690960E-1,-1.395749950E1,-1.451249981E1,-4.458749771E1,4.892309675E1
6.893180960E-1,-1.395749950E1,-1.451249981E1,-4.458749771E1,4.892309675E1
6.993850960E-1,-1.388999939E1,-1.470749950E1,-4.472999954E1,4.909190854E1
7.094080960E-1,-1.388999939E1,-1.470749950E1,-4.472999954E1,4.909190854E1
7.193520960E-1,-1.556999969E1,-1.617000008E1,-4.316249847E1,4.865074581E1
7.293870960E-1,-1.556999969E1,-1.617000008E1,-4.316249847E1,4.865074581E1
7.404940960E-1,-1.701000023E1,-1.781250000E1,-4.174499893E1,4.846927068E1
7.493620960E-1,-1.701000023E1,-1.781250000E1,-4.174499893E1,4.846927068E1
7.594500960E-1,-1.757999992E1,-1.877999878E1,-4.136249924E1,4.870935326E1
7.693700960E-1,-1.757999992E1,-1.877999878E1,-4.136249924E1,4.870935326E1
7.795130960E-1,-1.898250008E1,-1.938749886E1,-3.969749832E1,4.808431963E1
7.898520960E-1,-1.898250008E1,-1.938749886E1,-3.969749832E1,4.808431963E1
7.993660960E-1,-2.085750008E1,-1.985999870E1,-3.930749893E1,4.872919382E1
8.093840960E-1,-2.085750008E1,-1.985999870E1,-3.930749893E1,4.872919382E1
8.193810960E-1,-2.374499893E1,-2.050499916E1,-3.648749924E1,4.812086414E1
8.295140960E-1,-2.374499893E1,-2.050499916E1,-3.648749924E1,4.812086414E1
8.393720960E-1,-2.584499931E1,-2.150249863E1,-3.419250107E1,4.795256579E1
8.494870960E-1,-2.584499931E1,-2.150249863E1,-3.419250107E1,4.795256579E1
8.593740960E-1,-2.713500023E1,-2.251499939E1,-3.221999741E1,4.776360191E1
8.693550960E-1,-2.713500023E1,-2.251499939E1,-3.221999741E1,4.776360191E1
8.794060960E-1,-2.895749855E1,-2.426249886E1,-3.047249985E1,4.853636595E1
8.893420960E-1,-2.895749855E1,-2.426249886E1,-3.047249985E1,4.853636595E1
8.993350960E-1,-3.066749954E1,-2.528249931E1,-2.529749870E1,4.711330747E1
9.094970960E-1,-3.066749954E1,-2.528249931E1,-2.529749870E1,4.711330747E1
9.193950960E-1,-3.296999741E1,-2.735999870E1,-2.107499886E1,4.774668402E1
9.294140960E-1,-3.296999741E1,-2.735999870E1,-2.107499886E1,4.774668402E1
9.387640960E-1,-3.317250061E1,-2.945249939E1,-1.710750008E1,4.754504260E1
9.497370960E-1,-3.317250061E1,-2.945249939E1,-1.710750008E1,4.754504260E1
9.594660960E-1,-3.348749924E1,-3.188249969E1,-1.119749928E1,4.757405156E1
9.693470960E-1,-3.348749924E1,-3.188249969E1,-1.119749928E1,4.757405156E1
9.793830960E-1,-3.283499908E1,-3.468750000E1,-5.047499657E0,4.802954376E1
9.893790960E-1,-3.283499908E1,-3.468750000E1,-5.047499657E0,4.802954376E1
9.994220960E-1,-3.086999893E1,-3.704249954E1,-9.749999642E-2,4.821942671E1
1.009380096E0,-3.086999893E1,-3.704249954E1,-9.749999642E-2,4.821942671E1
1.019385096E0,-2.640749931E1,-3.931499863E1,7.394999981E0,4.793444650E1
1.029378096E0,-2.640749931E1,-3.931499863E1,7.394999981E0,4.793444650E1
1.039353096E0,-2.378999901E1,-4.027499771E1,9.434999466E0,4.771853632E1
1.049704096E0,-2.378999901E1,-4.027499771E1,9.434999466E0,4.771853632E1
1.059391096E0,-2.102999878E1,-4.138499832E1,1.263749981E1,4.811117683E1
1.069323096E0,-2.102999878E1,-4.138499832E1,1.263749981E1,4.811117683E1
