"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
1.372743958E0,3.637139893E1,-7.363403320E1,-6.022125244E0,8.234752879E1
1.382717958E0,3.827423096E1,-7.222277832E1,-6.489532471E0,8.199488091E1
1.392691958E0,3.976605225E1,-7.085650635E1,-6.892608643E0,8.154441401E1
1.402665958E0,4.094720459E1,-6.924310303E1,-7.021118164E0,8.075008966E1
1.412639958E0,4.177972412E1,-6.762231445E1,-7.094787598E0,7.980387692E1
1.422613958E0,4.250109863E1,-6.596920776E1,-7.386718750E0,7.882159204E1
1.432587958E0,4.288159180E1,-6.415386963E1,-7.595062256E0,7.753860248E1
1.442561958E0,4.290466309E1,-6.284738159E1,-7.325866699E0,7.644783719E1
1.452535958E0,4.285668945E1,-6.130535889E1,-8.026611328E0,7.522944469E1
1.462509958E0,4.217285156E1,-5.994409180E1,-8.093414307E0,7.373836793E1
1.472483958E0,4.101586914E1,-5.870042419E1,-9.019195557E0,7.217608475E1
1.482457958E0,3.941351318E1,-5.784243774E1,-1.017153931E1,7.072929264E1
1.492431958E0,3.755755615E1,-5.734248352E1,-1.120822144E1,6.945757459E1
1.502405958E0,3.600439453E1,-5.759121704E1,-1.231286621E1,6.902659908E1
1.512379958E0,3.295501709E1,-5.858599854E1,-1.301837158E1,6.846773236E1
1.522353958E0,3.076068115E1,-6.018615723E1,-1.402026367E1,6.903014429E1
1.532327958E0,2.806860352E1,-6.151641846E1,-1.404156494E1,6.905998689E1
1.542301958E0,2.623175049E1,-6.351742554E1,-1.429794312E1,7.019258692E1
1.552275958E0,2.439477539E1,-6.574514771E1,-1.391934204E1,7.149319965E1
1.562250958E0,2.268017578E1,-6.827603149E1,-1.281155396E1,7.307628045E1
1.572224958E0,2.119708252E1,-7.109158325E1,-1.192852783E1,7.513733621E1
1.582198958E0,1.962628174E1,-7.410791016E1,-1.099340820E1,7.744693865E1
1.592172958E0,1.777935791E1,-7.758114624E1,-8.924468994E0,8.009111041E1
1.602146958E0,1.594342041E1,-8.118994141E1,-6.412384033E0,8.298866133E1
1.612120958E0,1.446868896E1,-8.473391724E1,-3.401062012E0,8.602759391E1
1.622094958E0,1.344390869E1,-8.855606079E1,-4.839782715E-1,8.957203145E1
1.632068958E0,1.241333008E1,-9.181829834E1,3.503112793E0,9.271980626E1
1.642042958E0,1.225756836E1,-9.469149780E1,7.793853760E0,9.579912262E1
1.652016958E0,1.186932373E1,-9.716867065E1,1.203152466E1,9.862752652E1
1.661990958E0,1.183935547E1,-9.938296509E1,1.647018433E1,1.014318050E2
1.671964958E0,1.225164795E1,-1.010542603E2,2.113186646E1,1.039645236E2
1.681938958E0,1.259466553E1,-1.023977051E2,2.597613525E1,1.063892627E2
1.691912958E0,1.292077637E1,-1.028043823E2,3.015823364E1,1.079129582E2
1.701886958E0,1.330114746E1,-1.032709656E2,3.455191040E1,1.097070981E2
1.711860958E0,1.346307373E1,-1.030502014E2,3.795150757E1,1.106386700E2
1.721834958E0,1.388604736E1,-1.031720276E2,4.118695068E1,1.119538052E2
1.731808958E0,1.391888428E1,-1.024792786E2,4.392532349E1,1.123617903E2
1.741782541E0,1.403967285E1,-1.021795654E2,4.677487183E1,1.132504509E2
1.751757542E0,1.386572266E1,-1.015575867E2,4.936541748E1,1.137679486E2
1.761731541E0,1.393023682E1,-1.007767944E2,5.171667480E1,1.141254934E2
1.771705541E0,1.384368896E1,-1.002091980E2,5.348464966E1,1.144296239E2
1.781679541E0,1.379162598E1,-9.935232544E1,5.555966187E1,1.146645959E2
1.791653541E0,1.356756592E1,-9.825030518E1,5.780477905E1,1.147980566E2
1.801627541E0,1.353155518E1,-9.731851196E1,5.978427124E1,1.150137159E2
1.811601541E0,1.297991943E1,-9.560968018E1,6.187918091E1,1.146242657E2
1.821575542E0,1.313574219E1,-9.439276123E1,6.435910034E1,1.149984126E2
1.831549542E0,1.288208008E1,-9.276983643E1,6.647088623E1,1.148502035E2
1.841523542E0,1.253546143E1,-9.135052490E1,6.818493652E1,1.146788636E2
1.851497542E0,1.198681641E1,-9.019223022E1,6.928314209E1,1.143611645E2
1.861471542E0,1.155371094E1,-8.892520142E1,7.048101807E1,1.140559231E2
